clip_id,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU12_r,label,source_id
Art6_S2,0.21755952380952379,0.17946428571428572,0.25345238095238093,0.06988095238095238,0.721845238095238,0.5900000000000001,0.08934523809523809,0.1449404761904762,1,Art6
Art6_S32,0.28168421052631576,0.11105263157894738,0.23494736842105263,0.05778947368421053,0.5861052631578947,0.7751578947368422,0.10326315789473685,0.019263157894736843,1,Art6
Art6_S36,0.17659863945578233,0.13547619047619047,0.43690476190476185,0.05309523809523809,1.1783333333333335,0.8308843537414966,0.09217687074829932,0.035816326530612244,1,Art6
Art6_S43,0.3399300699300699,0.10342657342657342,0.47083916083916083,0.04979020979020979,0.5083216783216783,0.8356643356643356,0.06104895104895105,0.0004195804195804196,0,Art6
Art6_S6,0.0766,0.0716,0.6186,0.0218,0.602,1.8722,0.0364,0.0,0,Art6
Art6_S88,0.7064578313253013,0.15674698795180722,0.7715180722891567,0.08638554216867471,0.724578313253012,1.1326265060240965,0.1408433734939759,0.004192771084337349,1,Art6
Art6_S89,0.15098181818181816,0.07029090909090908,1.1342545454545454,0.05010909090909091,0.304,0.4440727272727273,0.1406909090909091,0.0,0,Art6
Art6_S90,0.2337150837988827,0.18134078212290503,0.8627932960893855,0.10022346368715085,0.655195530726257,1.204413407821229,0.13916201117318436,0.0010614525139664805,0,Art6
Bus14_S105,0.6561160714285714,0.170625,1.4503125000000001,0.09910714285714285,0.9775892857142857,1.6786607142857142,0.14209821428571429,0.3091517857142857,1,Bus14
Bus14_S106,0.1288888888888889,0.06574074074074074,0.8290740740740742,0.05296296296296296,0.14833333333333332,0.6811111111111111,0.11444444444444445,0.07037037037037036,1,Bus14
Bus14_S108,0.12000000000000001,0.04207547169811321,0.7716981132075471,0.04264150943396227,0.1569811320754717,0.8116981132075473,0.15037735849056602,0.10169811320754718,1,Bus14
Bus14_S109,0.44413043478260866,0.16195652173913044,0.5073913043478261,0.04,0.4202173913043479,1.501521739130435,0.14217391304347826,0.17239130434782607,1,Bus14
Bus14_S110,1.02,0.21958333333333332,0.5556249999999999,0.02666666666666667,0.140625,0.44375000000000003,0.11,0.28250000000000003,1,Bus14
Bus14_S111,0.36524305555555553,0.10725694444444445,0.6036458333333333,0.05322916666666667,0.8073958333333333,1.445625,0.11222222222222222,0.2859027777777778,1,Bus14
Bus14_S113,0.27650943396226413,0.1630188679245283,0.34518867924528296,0.08528301886792454,0.35839622641509433,0.42820754716981135,0.16216981132075473,0.7428301886792452,1,Bus14
Bus14_S17,0.12726666666666667,0.06973333333333334,1.7522,0.03613333333333333,1.2640666666666667,2.1287333333333334,0.07686666666666667,1.3916000000000002,1,Bus14
Bus14_S18,1.2067184466019418,0.13582524271844662,0.38974757281553396,0.16411650485436893,0.7332427184466019,1.1079029126213593,0.08374757281553398,0.808990291262136,1,Bus14
Bus14_S2,0.4133204633204633,0.18162162162162163,0.04030888030888031,0.04602316602316602,1.0125096525096526,1.3210810810810811,0.056911196911196914,0.32127413127413124,1,Bus14
Bus14_S28,0.21174603174603174,0.06349206349206349,1.5114285714285713,0.025952380952380952,0.019365079365079366,0.20007936507936508,0.09555555555555555,0.04214285714285715,0,Bus14
Bus14_S48,0.20182572614107885,0.12605809128630704,0.13298755186721992,0.03979253112033195,0.7395850622406639,1.8484647302904564,0.08896265560165975,0.47970954356846474,1,Bus14
Bus14_S5,1.14805,0.1932,0.4257,0.1059,1.0643,1.67125,0.15030000000000002,0.78405,1,Bus14
Bus14_S65,0.6765671641791045,0.1055223880597015,0.502089552238806,0.1028358208955224,0.7792537313432836,1.6328358208955225,0.20253731343283582,0.9658208955223879,0,Bus14
Bus14_S88,0.685128205128205,0.09628205128205128,0.9174358974358975,0.04961538461538462,0.011923076923076923,0.19615384615384615,0.053974358974358976,0.1114102564102564,0,Bus14
Bus14_S98,0.2426,0.0692,0.349,0.0282,0.6747,1.3374000000000001,0.06860000000000001,0.5468999999999999,1,Bus14
Edu2_S32,0.5220661157024794,0.1321487603305785,0.031735537190082645,0.07388429752066115,0.6092561983471074,0.09743801652892563,0.10140495867768595,0.49479338842975207,1,Edu2
Edu2_S34,0.39413793103448275,0.054310344827586204,0.04275862068965517,0.027068965517241382,0.7841379310344827,1.0560344827586208,0.06603448275862069,0.8281034482758621,1,Edu2
Edu2_S35,0.14268817204301074,0.03397849462365592,0.004193548387096774,0.03666666666666667,0.25827956989247314,0.6332258064516129,0.036774193548387096,0.15720430107526884,1,Edu2
Edu2_S37,0.5857512953367876,0.21284974093264247,0.024455958549222796,0.07481865284974093,0.7269430051813472,0.582901554404145,0.10943005181347151,0.5462694300518135,1,Edu2
Edu2_S51,0.18985714285714284,0.09495238095238095,0.5253809523809524,0.027428571428571427,1.012857142857143,0.6318095238095238,0.1443333333333333,0.4482857142857143,1,Edu2
Edu2_S54,0.3098657718120805,0.04067114093959732,0.06946308724832215,0.06436241610738255,0.2824161073825503,0.26046979865771813,0.27993288590604026,0.443758389261745,0,Edu2
